GSP ID,GSP Group,Minor FLOP,Name,Latitude,Longitude,Comments
T_PUDMD-2,A,A1,Pudding Mill Lane 2,51.51815491,0.113163452,
T_HPC-CES,E,E7,HPC construction supply,51.11731596,-2.968839464,
T_ALUKD-1,P,P6,Air Liquide,53.72214524,-1.278177395,
T_BPGRD-1,S,S6,Grangemouth B (BP),55.45688294,-4.587391665,
T_BPGRD-2,S,S6,Grangemouth B (BP),55.45688294,-4.587391665,
T_MEADD-1,S,S6,Meadowhead (Caledonian Paper),55.45688294,-4.587391665,
T_EXMOSSD-1,S,S5,Mossmoran Exxon,56.01383993,-3.767711215,
T_WHISTLD-1,S,S5,MOD Harestanes Whistlefield,56.01383993,-3.767711215,
T_BAGTD-1,S,S5,Bathgate (Network Rail),56.01383993,-3.767711215,
T_DALRD-1,S,S5,Dalreoch (Network Rail),56.01383993,-3.767711215,
T_ECCFD-1,S,S6,Ecclefechan (Network Rail),55.45688294,-4.587391665,
T_EGLSD-1,S,S6,Eglington  Street (Network Rail),55.45688294,-4.587391665,
T_ELVAD-1,S,S6,Elvanfoot (Network Rail),55.45688294,-4.587391665,
T_GOWKD-1,S,S6,Gowkthrapple (Network Rail),55.45688294,-4.587391665,
T_INWID-1,S,S6,Innerwick (Network Rail),55.45688294,-4.587391665,
T_MARMD-1,S,S6,Marshall Meadows (Network Rail),55.45688294,-4.587391665,
T_MOSED-1,S,S5,Mossmorran Shell,56.01383993,-3.767711215,
T_PARHD-1,S,S6,Carntyne / Parkhead (Network Rail),55.45688294,-4.587391665,
T_POOBD-1,S,S6,Portobello (Network Rail),55.45688294,-4.587391665,
T_PORGD-1,S,S6,Port Glasgow (Network Rail),55.45688294,-4.587391665,
T_SACOD-1,S,S6,Saltcoats / South Beach (Network Rail),55.45688294,-4.587391665,
T_GNHLD-1,S,S5,Bonnybridge (Network Rail),56.01383993,-3.767711215,
T_GNHLD-2,S,S5,Bonnybridge (Network Rail),56.01383993,-3.767711215,
T_GNHLD-3,S,S5,Bonnybridge (Network Rail),56.01383993,-3.767711215,
T_CHAPD-1,S,S6,Chapelcross Directs,55.45688294,-4.587391665,
T_RAVED-1,S,S6,Ravenscraig B (BSC),55.45688294,-4.587391665,
T_SFGSD-1,T,T2,St Fergus Compressor,57.451749,-2.84971,
T_SFGSD-2,T,T2,St Fergus Compressor,57.451749,-2.84971,
T_STFERGD-1,T,T2,St. Fergus Mobil,57.451749,-2.84971,
B_EXTRA_2,T,T2,Hydrogen-SMR-1,57.451749,-2.84971,
B_EXTRA_3,P,P6,Hydrogen-SMR-2,53.72214524,-1.278177395,
B_EXTRA_4,N,N3,Hydrogen-SMR-3,53.36590537,-3.061295921,
B_EXTRA_5,P,P8,Hydrogen-SMR-4,53.8009731,-0.4144914,
B_EXTRA_6,C,C4,Hydrogen-SMR-5,51.10617282,0.977553686,
B_EXTRA_7,P,P4,Hydrogen-SMR-6,53.72946043,-1.000848779,
B_EXTRA_8,S,S6,Hydrogen-SMR-7,55.45688294,-4.587391665,
B_EXTRA_9,S,S5,Hydrogen-SMR-8,56.01383993,-3.767711215,
B_EXTRA_10,S,S6,Currie Feeder Station NR,55.45688294,-4.587391665,
T_NWCRS-1,A,A4,New Cross 1,51.48381,-0.06132,
T_NWCRS-2,A,A4,New Cross 2,51.48381,-0.06132,
T_IMPRK-1,H,H6,Imperial Park 1,51.54742249,-3.031499838,
T_IMPRK-2,H,H6,Imperial Park 2,51.54742249,-3.031499838,
T_SNDND-1,D,D4,Sundon 1,51.92717248,-0.908263578,
T_SNDND-2,D,D4,Sundon 2,51.92717248,-0.908263578,
T_STBRD-1,N,N7,Stalybridge,53.4922,-2.04367,
T_STBRD-2,N,N7,Stalybridge,53.4922,-2.04367,
B_EXTRA_63,H,H2,Cardiff Airport 132 (Data_centre),51.38520959,-3.403318398,
B_EXTRA_64,A,A3,Waltham Cross 275 (Data_centre),51.66350383,-0.024884614,
B_EXTRA_65,A,A6,Iver B 132 (Data_centre),51.66424942,-0.655116208,
B_EXTRA_66,A,A3,Brimsdown 132 (Data_centre),51.66350383,-0.024884614,
B_EXTRA_67,A,A6,North Hyde 66 (Data_centre),51.66424942,-0.655116208,
B_EXTRA_68,A,A6,Iver B 132 (Data_centre),51.66424942,-0.655116208,
B_EXTRA_69,D,D6,Didcot A (Data_centre),51.71035,-1.19091,
B_EXTRA_70,A,A6,Elstree 132 (Data_centre),51.66424942,-0.655116208,
B_EXTRA_71,D,D6,Didcot B (Data_centre),51.71035,-1.19091,
B_EXTRA_72,A,A6,Iver B 132 (Data_centre),51.66424942,-0.655116208,
B_EXTRA_73,A,A6,Iver B 132 (Data_centre),51.66424942,-0.655116208,
B_EXTRA_74,L,L3,Berkswell (Rail),52.38663495,-1.613945012,
B_EXTRA_75,D,D4,Ickenham (new) (Rail),51.92717248,-0.908263578,
B_EXTRA_76,A,A6,Quainton (new) (Rail),51.66424942,-0.655116208,
B_EXTRA_77,L,L5,Parkgate (Rail),53.04114256,-2.085759001,
B_EXTRA_78,L,L5,Parkgate (Rail),53.04114256,-2.085759001,
B_EXTRA_79,H,H2,Upper Boat 275 (Rail),51.38520959,-3.403318398,
B_EXTRA_80,K,K5,Staythorpe 132 (N_Rail),53.07748061,-0.868966579,
B_EXTRA_81,D,D5,Wymondley 400 (N_Rail),51.9351384,0.116788355,
B_EXTRA_82,B,B4,Bramley 400 (N_Rail),51.33545,-1.07695,
B_EXTRA_83,L,L3,Dingley Wood 400 (N_Rail),52.38663495,-1.613945012,
B_EXTRA_84,P,P3,Hasland (New) (N_Rail),53.22428249,-1.387485963,
B_EXTRA_85,L,L7,Kegworth (New) (N_Rail),52.86329933,-1.252704858,
B_EXTRA_86,A,A6,Laleham 275 (N_Rail),51.66424942,-0.655116208,
