Site Name,Installed Capacity (MWelec),Turbine Capacity (MW),No. of Turbines,x,y
Trethosa Farm Solar Park,4.8,,,-4.898837957242681,50.35566131378291
Garvinack Farm Solar Park,7.0,,,-5.120764321385057,50.289714113531815
Caswell Farm Solar Park,6.7,,,-2.5961920800626515,50.88776486827388
Epwell Grounds Farm solar park,7.0,,,-1.465809390478373,52.066543399021974
Pant-Y-Moch Farm,5.0,,,-3.7646657283210883,51.59976800998145
Woolbridge Solar Park,5.0,,,-2.223457002392437,50.68862771021581
Tengore Lane - resubmission,3.6,,,-2.7920329800962667,51.04275540900398
Manor Farm (Dorset),5.0,,,-2.3178940569337145,51.05413537593008
Hadlow Place solar farm,14.3,,,0.34094717583367573,51.186925636727
Bassingbourn Solar Farm,14.4,,,-0.04228214137712709,52.070061478201104
Lower Pennington Farm,2.7,,,-1.5528491534955062,50.74002719070384
Goose Willow Farm - extension,7.0,,,-1.348748133233745,51.633034334172
Avenue Farm,7.3,,,1.3890065546190815,52.575736588854504
Sywell Road,5.0,,,-0.7774939265871221,52.30333557559315
Gosfield Airfield,12.6,,,0.5797172544768622,51.955807533262586
Exning,29.9,,,0.3486013893007023,52.250179193551816
Grange Farm (Avon),21.0,,,-2.5227468586623822,51.53971063385483
Land at East Farm - extension,6.0,,,-2.0109569408553183,51.17508898508654
Laughton Level,7.0,,,0.12022976318101143,50.86840984094326
Croydon / Church Farm (Royston),16.5,,,-0.07971244718268966,52.12846850471665
Hadley Farm (Orta Membury Solar Farm),17.0,,,-1.5639891964372978,51.480607226577
Manor Farm (Wiltshire) - resubmission,6.3,,,-2.218891086908557,51.4095379685293
Tonge Corner Farm,22.0,,,0.7808146046876172,51.355066120392735
Oaklands Farm - resubmission,6.9,,,0.8078640946404471,51.16817475478708
North East of Ainderby Steeple,5.9,,,-1.4876892487890065,54.32357291297863
Errol Estate,13.0,,,-3.2770804400302715,56.36771034848791
Grange Farm,6.0,,,-1.2600286258705022,50.71304985345369
Wraysbury Landfill,4.8,,,-0.5432979097040233,51.44780585044761
Wisbridge Farm,9.3,,,-0.013373320322759714,52.007999912064555
Caddington Solar Farm (Phase 1),3.0,,,-0.4632443709423757,51.860054048753526
Capeland Farm,8.3,,,-3.908180874926693,51.131241571260325
Castle Combe Circuit,12.0,,,-2.217406970905089,51.493639580322714
Castle Eaton Farm,17.8,,,-1.7907134386661414,51.64906582097155
Chancery Farm (Ardleigh),11.9,,,0.9937918754884704,51.91041456520398
Clapham solar farm,7.5,,,-0.48434306691542495,52.17675804063741
Chelveston Airfield,16.0,,,-0.5253097178105065,52.302722502092585
Chisbon Solar Farm (Frowick Lane),13.0,,,1.08730946926176,51.82194186379478
Clawdd Ddu PV,13.5,,,-4.038068791196049,51.770820757127396
Congresbury Solar Farm,7.1,,,-2.824649391928966,51.35013633886698
Abergelli Glas Solar Farm,7.7,,,-3.9475914339552163,51.7006668840061
Anthony Estate Solar Farm - resubmission,4.7,,,-4.249856298104259,50.35019188645081
Aston House Solar Farm,20.0,,,-1.7430135459624534,52.881692673979785
Bakers Farm (solar),12.0,,,-0.7930581924843941,50.76441470404566
Balls Wood Solar Farm,8.7,,,-4.037021208380993,50.34972634564066
Barn Farm - resubmission,4.2,,,1.1363943717507918,51.93923015593494
Bay Farm,8.1,,,0.4989652664166233,52.31635193280651
Berwick solar farm,8.2,,,0.17483997734016854,50.856000840298854
Bidwell Solar Farm - resubmission,5.0,,,-3.731358401150641,50.43908942329895
Bilsham Farm,14.5,,,-0.6356547261629787,50.81383345998643
Blackwell Grange Solar Farm,5.0,,,-1.667300130622674,52.08786399477452
Blenches Mill,6.1,,,-2.18992131115218,51.27463884954365
Bobbing solar farm,11.3,,,0.6888993687618182,51.35806609028602
Bodmin 2 Solar Farm,5.3,,,-4.733530658269761,50.483521531231155
Bottom Plain,10.0,,,-2.165372828063449,50.71270819958109
Braydon Manor Farm,8.7,,,-1.9362169382439907,51.58854307777618
Brynwhilach solar park,5.0,,,-3.9582565813140818,51.68656921574195
Bulls Head Farm North,4.7,,,-0.8107280564643096,52.15423698211445
Burrowton Farm,5.0,,,-3.420795896362651,50.76126257620296
Ebbsfleet Solar Farm,5.0,,,1.338906287614116,51.31055542498606
Court Colman solar park,15.0,,,-3.6187603809689435,51.52266619655805
Cowdown Lane,40.0,,,-1.460118323738327,51.196065736459765
Crannaford Solar Farm,12.5,,,-3.4048182758564702,50.75991833841017
Cwmcaesingrug Farm,10.0,,,-3.169806193493125,51.63506996459361
Decoy Farm House Solar Modules,6.0,,,-0.6920231157555667,50.829084071973924
Hadley Solar Farm,6.6,,,-2.724063775433755,52.96089692378277
Hall Farm Solar Farm (Newbold Verdon),5.0,,,-1.3481516122185329,52.63034170233368
Hammond Court Farm,15.0,,,-2.531446996002472,51.53893421120807
Hatch Penn Farm PV,1.0,,,-0.013573716056165067,52.02123969473437
Hayford Farm - extension,8.2,,,-2.942005206793214,52.686818183764274
High Penn Solar Park,9.6,,,-1.9859561588976062,51.4512206211746
Highfields Farm (Braintree),2.8,,,0.7195418893335176,51.824765324634974
Highfields Farm (Colchester),12.2,,,0.7195418893335176,51.824765324634974
Hill End Farm,2.8,,,-1.1113469375289784,51.31183738278023
Holwell Hill,6.0,,,-2.3839502444415674,51.19833265864087
Hook Valley Solar Park,17.0,,,-2.4348689471753056,51.04864219396427
Partridge Farm,10.6,,,0.9764837521328672,51.10221222708476
Aspatria,19.0,,,-3.324075410002811,54.778045840744994
Penare Farm Solar Farm,11.0,,,-5.075539219459939,50.303676343144616
Pencoose Farm,8.5,,,-5.169158413417515,50.198722048891355
Pensipple Farm,5.0,,,-4.451859321377388,50.40729809652109
Pingewood Road South,15.8,,,-1.0143565307897926,51.417536428625446
Pingry Farm - Phase 1,3.4,,,-2.6229713644686354,51.781920716464455
Pitworthy Farm Solar Park,15.6,,,-4.427569891167873,50.821377574137955
Primrose Hill Farm,3.7,,,-0.2943633554857009,53.274334064369114
Pyde Drove,7.0,,,-2.923678989560913,51.17806867618881
Race farm,6.1,,,-2.061387643511837,50.74817794182163
Radcliffe Solar Farm,4.2,,,-1.05910237229675,52.93562030023129
Redhall Industrial Estate,5.0,,,-0.0637425064514679,53.6967710821967
Ring O Bells Farm,5.0,,,-2.396053160899368,51.488981436633836
Roanhead Farm,6.5,,,-3.2096986198827335,54.17452163718086
Rotherdale Farm - extension,9.0,,,-2.0340910536194245,52.15357110609688
Roundponds Farm Solar Park,13.5,,,-2.16274119386134,51.380100430017485
Hopton Road Industrial Estate,1.3,,,-1.9675774825841401,51.37132501182078
Field House Solar / Hursley Road,6.4,,,-1.3914718399349912,51.00867074667213
Kencot Hill Solar Farm (revised application),37.0,,,-1.6395877401629833,51.76011267684092
KERNICK MICA DAM - SOLAR FARM,12.0,,,-4.904391153403963,50.35334576201666
Landmead Farm (East Hanney),46.0,,,-1.3735645350562575,51.64396793680627
Lower Newton Farm,11.5,,,-2.0203307421627863,52.94734723206248
Lower Slade Farm,4.1,,,-3.767140684318382,50.29324039116986
Lower Ufford Lane,1.1,,,1.3657403736269258,52.13660910804907
Lynt Farm,27.0,,,-1.7003623456297359,51.66247439683289
Marchington Solar Farm,4.3,,,-1.8320387088520254,52.87803990142957
Monksham Solar Farm,10.7,,,-2.3357469081004183,51.18457937647078
Moorhouse Lane - resubmission,1.8,,,-2.657597949286883,51.51492474418766
Morton Wood Farm,4.8,,,-1.9567885339554394,52.18133092892985
Natewood Farm,8.9,,,0.2357091687087631,50.84495731366682
Netley Landfill Solar,12.0,,,-1.3329574670933824,50.89052116782712
New Stone House,12.5,,,-1.182360150356626,51.86803825218018
North Creake Airfield (Resubmission),20.0,,,0.8301683334291066,52.90571758885558
North of Newton Farm,3.0,,,-2.095072737800995,50.74486379375911
Roves Farm (Solar) - resubmission,12.7,,,-1.6983191915547236,51.59780197806181
Salhouse Solar Farm,5.0,,,1.3999737894952864,52.68871027360511
Norton Hall,2.8,,,-1.7870171396504653,52.101131685708935
Oaklands Plantation,5.0,,,-2.1435812107093652,50.70553375490234
Packington Solar Farm,13.9,,,-1.4724890923292349,52.707309818279924
SAUNDERCROFT SOLAR FARM,7.0,,,-3.398546655834998,50.76499402540446
Sedbury Park,5.0,,,-2.655102365859202,51.6390335954725
Six Hills Solar Farm,18.7,,,-1.0262233789959805,52.78066859562785
South Newton Farm,11.3,,,-2.097547715574782,50.73552722396733
Southdown Quarry,1.5,,,-4.202072912603091,50.356233820339895
Southfield Farm Solar Park (resubmission),11.5,,,-2.608576176625499,51.014055383128365
Spittleborough Farm,12.0,,,-1.8814333275103905,51.54635734077427
Stanton solar park,5.0,,,-1.7514088223491429,51.61825611792033
Stantway Solar Farm,5.0,,,-2.3997900756921533,51.821249477093204
Stonebarrow Farm,8.0,,,-2.9248668687673662,50.785450853756984
Stowbridge Farm,24.0,,,0.21820031344455354,52.32900793285745
Stratton Hall Solar Park,11.6,,,1.2868900134214059,52.008830258578485
Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,5.4,,,-2.5647318522512204,51.01332280911819
Thame solar farm,4.3,,,-0.934803414494059,51.74776540319096
The Flit,10.5,,,-1.2940101804876432,51.804617301062564
The Old Airfield,5.0,,,1.103898399892994,52.691963873577
Thorne Farm,6.2,,,1.3476665509520367,51.3386124451448
Tiers Cross Solar Farm,24.0,,,-5.04077604323064,51.7491050455804
Tilmanstone Colliery,10.0,,,1.2764187458563998,51.20980487128762
Toggam Farm,12.5,,,0.5009472141929204,52.43340860368299
Tower Hill Farm,8.1,,,-2.4724444318782965,51.59734489331402
Toyota Motor Manufacturing Uk - Deeside,3.8,,,-3.024833205298856,53.22788259483357
Trench Farm,7.2,,,-2.9178829821935253,52.94546355323052
Troughton Farm,30.0,,,-2.1214926813252295,51.959240514699985
Turweston Solar Farm,16.7,,,-1.1052944417995025,52.03282632999893
Upper Farm solar park,12.0,,,-1.099690908379683,51.17209858569412
Upper Huntingford Farm,7.7,,,-2.406460244045845,51.643565922489394
Walnut Yard (Phase 1),1.8,,,-1.3641948411658804,52.79971521117765
Water Eaton Farm / Port Farm,34.8,,,-1.8177788759770606,51.64332048441407
Wedgehill Farm,13.0,,,-1.9008359271774184,50.86131545901146
West Raynham,49.9,,,0.7447935611835113,52.79052665385252
Westerfield Farm - resubmission,12.5,,,-1.6081592558364945,51.785439524579864
Westover Farm - resubmission,7.0,,,-1.506235203985046,51.16214385928176
Whitley Farm (1 of 2),3.5,,,-2.7952598389342356,51.130291966078055
Whitley Farm (2 of 2),3.5,,,-2.78441033963791,51.1284678911222
Whitton Mawr,6.0,,,-3.3239866295194087,51.44132522775678
Winham Farm - resubmission,5.0,,,-3.3973991521485187,50.82448027726818
Woden Park,5.0,,,-3.243196218331069,51.467900628544655
West Kingsmill Farm Solar Park,1.6,,,-4.243008005687206,50.44134047301583
Bommertown Solar Farm,5.0,,,-3.6846595480250586,51.01893470396993
West Ditchen Farm (resubmission),5.0,,,-4.405478274131625,50.723842435572806
Lower Marsh Farm,5.0,,,-3.1166682993766983,51.06666060947895
Bodorgan Solar Farm,12.6,,,-4.41481671196342,53.178686127627245
Chapel Lane Parley Solar Farm Phase 2,36.0,,,-1.8563237266972794,50.79584776455767
Arkwright Solar Farm,8.0,,,-1.3464441621146555,53.24794235350701
Charity Farm (Burlton Solar Farm),14.4,,,-2.809573134641677,52.82445944740161
Verwood Solar Farm,20.4,,,-1.882966721790068,50.865228785457255
Parciau Farm Solar Park,13.9,,,-4.241446451484359,53.165352976126044
Smith Hall Farm Solar Park,5.0,,,-1.6025216288772466,53.0123884503031
Bystock Solar Farm,4.1,,,-3.3825013556781114,50.64727379144237
Bedborough Farm,7.0,,,-1.924294257476436,50.817314663098536
Cranham Golf Course Solar Park,2.6,,,0.2827482606907753,51.55872672521128
Hurcott Copse Solar Farm,10.0,,,-2.865967683971259,50.9373327911154
Grange Farm Solar Farm,4.9,,,-3.221939126774573,51.00592273002017
Trehawke Barton (Doddycross) Solar Farm,10.6,,,-4.378834787129699,50.435871279545275
Newton Ferrers solar park,19.5,,,-4.316356816206722,50.47411838711924
Nancrossa Farm solar park,6.0,,,-5.183350028006767,50.16009147718568
Pitts Farm (revised application),2.6,,,-2.5858498554554257,51.213843229838034
Walmoor Farm solar park,4.0,,,-0.9194533684621758,53.302666830718785
Trequite Farm solar park (resubmission),9.9,,,-4.365625064451278,50.426273485601406
Bentley Estate,5.0,,,0.110835205476445,50.933524192648896
New Row Farm,3.9,,,-2.528069895282967,51.2041818932413
MALMAYNES HALL FARM,12.0,,,0.614230944770878,51.45513580892991
Crucis Park,12.5,,,-1.9131521419318203,51.7240917734013
Treguff Farm - resubmission,4.4,,,-3.407291083766064,51.43081356963825
Kenardington Place Farm,7.0,,,0.8125749043360061,51.06116330271299
Henbury Quarry,3.9,,,-2.0476646252619606,50.77348101986828
Grange Farm (Kirkby on Bain),9.0,,,-0.1605342520592578,53.14398346354964
Boxted Airfield,18.8,,,0.9296105008671877,51.94307680430003
Rectory Farm/Emberton,9.0,,,-0.6926923785594535,52.13673831516035
St Francis Court Farm,4.0,,,-3.465745781456983,50.76676763569545
Berry Court Farm,4.2,,,-1.1121690218633566,51.3279752518674
Walkers Wood Solar Park,27.0,,,-0.9997480867259971,53.31246321605241
Odell Glebe Solar Farm,16.8,,,-0.596779886717828,52.231664383531204
Hunstrete (Wilmington Farm),2.3,,,-2.5039305019836773,51.35161333284068
Lower Severalls Farm,10.8,,,-2.77722818443551,50.898857774443016
Burton Farm,4.4,,,-1.7371757606166447,52.21346743247958
Sundorne Grove,20.0,,,-2.707958638896632,52.734907605186535
Lower End Farm,4.9,,,-2.0387346168408897,51.306563804520714
Skegness Solar Park,4.9,,,0.29653810493683813,53.15509817413748
Land north of Temple Normanton,4.9,,,-1.3723989130179122,53.2070920233614
Helland Meads - resubmission,1.2,,,-2.9591001024620196,51.017349877210584
Crow Trees Farm,4.7,,,-1.2990884707356922,53.10727289405111
Priest Weston,1.0,,,-3.050395451283554,52.56932316467818
Horam,8.1,,,0.2377139719543388,50.93133160994056
Turves/Burtnhouse Solar Farm extension,4.7,,,-0.026179833871713666,52.52952148205813
Coombe Farm,8.0,,,-3.393460838183155,50.65817813763457
Higher Hill Farm (extension),1.5,,,-2.695541952490783,51.07937523875317
Mount Farm,22.0,,,-1.9102198867704083,52.071960803087364
Hafod-Y-Dafal Farm,14.0,,,-3.1582034841829363,51.72576634423195
Barr Farm,1.8,,,-2.1266969440483092,52.669127518578605
BAE Samlesbury Aerodrome,2.0,,,-2.5781848743245575,53.77095351023033
Shoals Hook Farm,12.1,,,-4.94177798549929,51.813485710445455
Manor Farm,7.5,,,-0.6118139490220345,51.924806055466696
Littlewood Farm,14.0,,,-0.8051484916618608,52.126730743857806
Cherry Tree Farm,5.0,,,-1.3425460895506942,53.23728608196074
Lodge Farm,2.4,,,-0.1314272166083894,52.37029358299029
Bumpers Farm Phase 1,5.0,,,-0.8963019212504317,51.74831843367748
Birch Airfield,5.6,,,0.788628159719093,51.83700606250189
Gaultney Solar Park,20.5,,,-0.7982092927838038,52.44878428873423
Puriton Landfill Solar Farm,11.4,,,-2.978429960589113,51.178792739616675
Hunciecroft Farm,8.0,,,-1.1878034386458614,53.26012931410445
Rolleston Park Farm,18.7,,,-1.6853633294601256,52.83970838187434
Prestop Park Farm,16.0,,,-1.499006175759568,52.75682304708919
Yardwall Manor,3.0,,,-2.9116073793752326,51.221668154256164
Royston Solar Farm (Phase 1) (a),5.0,,,-0.022281035516448423,52.06503370795606
MOD Lyneham,69.8,,,-1.9680296675780888,51.50664160211502
Deepdale Farm,8.0,,,-0.39911049813879185,53.027618088452876
Manor Farm (Horton),5.0,,,-0.780349312238705,52.17523522672412
Penrhiwarwydd Farm,8.5,,,-3.1582304028190045,51.632730000248294
Nowhere Farm,8.1,,,-0.10565412670169778,52.925893362633374
Langar Lane,10.0,,,-0.9507610076487095,52.902701469112294
Pitchford,10.2,,,-2.7130544624060815,52.62230563048269
Condover Airfield,12.3,,,-2.730052902966296,52.632693143006136
Askern Colliery solar farm,5.0,,,-1.160219667371512,53.62083529864697
Maesgwyn solar farm,7.5,,,-3.621211823517997,51.76584425375828
Church Farm,6.2,,,-0.632531367235836,51.871836936534926
Folly Farm,13.1,,,-0.7394592845401371,51.839500544012125
Stowbridge Farm - Extension (Phase 2),10.0,,,0.22562252473268649,52.333607111546
Black Peak Farm,31.8,,,0.04893644131703877,52.07825840965068
"Jubilee Farm, Barnby Moor",5.0,,,-1.0330027230564398,53.36593438004931
Newnham Estate,14.0,,,-4.029558767235738,50.40843727629085
Wambrook Farm,4.1,,,-2.9875303741653303,50.87442515440712
Gawcott Fields Farm,9.2,,,-1.005021176666824,51.98855904227533
Mount Mill Farm - resubmission,12.0,,,-0.8943289210938203,52.03939818416213
Handley Park - resubmission,5.0,,,-1.0207225478736095,52.10795770678129
Tollgate Farm,4.3,,,-1.5442150483328354,52.23470967398408
North Farm (Spetisbury),11.6,,,-2.1697765882309326,50.81820480556091
Chapel Lane Parley Solar Farm Phase 3,4.0,,,-1.8643758288611079,50.803186517011575
GDL Wymeswold Solar Farm/land off the A6006,6.1,,,-1.0874440487462527,52.80952748553234
Hillhouse Farm,28.5,,,-2.362367384584249,51.735674540721064
Gib Lane (Aston Clinton solar park),24.2,,,-0.7338248471008366,51.81059527111909
Outwood Farm (Phase 1),5.0,,,0.4467192397059265,51.62190028276245
Raventhorpe Farm,38.0,,,-0.5812653757885317,53.56045263054646
Manor Farm (Castle Cary),1.8,,,-2.5101599122578384,51.08060178145533
Maes Bach Farm,4.9,,,-3.2915615587731084,51.56386205957465
Sheepbridge Court Farm,5.0,,,-0.9610199341843196,51.389542427156734
Elton solar farm,5.0,,,-0.8476800907965077,52.9481605811747
Cross Roads Plantation,5.0,,,-1.8404237148556024,50.90689500492498
Munceys Farm,31.6,,,0.011033869651795439,52.06487456834515
Luscott Barton,13.0,,,-4.120542723328054,51.110475881410046
Kinmel 1 CIC,5.0,,,-3.525211064320153,53.286814380257056
Owls Hatch Road,48.0,,,1.098628540898117,51.351566513855275
Wilbees Farm (resubmission),5.0,,,0.19070535528988458,50.84040562678866
Winterbrook,1.2,,,-1.131353544248936,51.586841420780125
Welbeck Solar / Hazel Gap,16.0,,,-1.1079619072453373,53.240643860956595
Homestead Farm (Alderton),17.6,,,-0.9231785060534583,52.10265691785536
Arna Wood Solar,6.2,,,-2.8228298732913357,54.022273464338305
Knottingley A,5.0,,,-1.2422821295789377,53.702790219131316
Clayhill Farm,10.0,,,-0.4817814790512216,51.987427996314665
Paddock Wood,9.2,,,0.4120575690702019,51.17264727615125
Wick Farm (Burnham on Crouch),5.0,,,0.8430525943033954,51.62724278458118
Netherfield Lane,19.7,,,-1.0914403134972293,53.23113454835593
Upper Meadowley Farm,10.7,,,-2.4909376033952686,52.52950807048885
Wick Farm Solar Park,14.6,,,-2.9813027777987724,51.28710738852486
High Leas,6.5,,,0.09472546110986826,53.31996283719227
Atherstone,14.7,,,-1.558984403699769,52.61307280880431
The Elms,10.4,,,-1.4454843791188712,52.21419488532087
Hunters Race Solar Park,9.3,,,-0.7927116749732122,50.862130288115736
Parham Airfield (Great Glenham),17.5,,,1.4101370428852356,52.19649577481092
Chapel Lane Parley Solar Farm Phase 1,20.0,,,-1.861230770302071,50.7917891972264
Welbeck Colliery,11.3,,,-1.1376814885023605,53.22393628129968
Priory Farm,3.1,,,1.6747748540677303,52.44852747921483
Norrington Common Solar Farm,10.0,,,-2.170095553509259,51.38331803525262
Hendre Fawr Farm,11.6,,,-3.591263663180383,51.740931754794545
Northmoor,5.0,,,-4.450664414835011,50.75097247210264
Manor Farm - Shripney,5.0,,,-0.6825134917703308,50.81481295276694
Chelwood Solar Farm,5.0,,,-2.5156556132540384,51.34843322570017
Manor Farm - Pertenhall,15.0,,,-0.4234083346751455,52.26791395710545
Hardingham Solar Farm - extension,5.2,,,1.0303942960944201,52.60323391428108
Brooks Farm Solar Park,8.0,,,-1.1318266354048816,51.85391938124501
Christchurch Energy,18.0,,,-1.7502379008713551,50.755479368432745
Yarburgh Grove Farm,8.1,,,0.018845572874489694,53.40749711745268
Taplins Farm solar park,5.9,,,-0.8834882726034056,51.288457901898745
Homestead Farm,10.7,,,-1.4430665480944485,50.693943218423414
The Kickles,5.0,,,-0.7428521387477635,52.09625755176454
Eakring Solar Farm,11.9,,,-1.0139892005582907,53.15469557729031
Egmanton Solar Farm - resubmission,14.2,,,-0.8798093141047343,53.21130315845913
Branston solar park,18.9,,,-0.47359090493246225,53.18135278520848
Golden Hill,6.2,,,-4.907880375848009,51.684916485988694
Chapel Hill,8.0,,,-4.948448802890161,51.642324405256744
Pen Rhiw Caradog,4.7,,,-3.381089654961215,51.67251081562626
Vine Farm Solar Park,45.0,,,-0.0690334723749694,52.11119148593155
Coombeshead Solar Farm,8.0,,,-3.766463916834226,50.38599980540166
Decoy Farm,5.0,,,-0.13284473950076714,52.69801892452486
Easington Farm (Chalgrove),21.3,,,-1.059635708694708,51.6704602003772
Gelliwern Isaf Farm,6.0,,,-3.992787322311045,51.69999882120858
Sawmills Solar Farm,6.5,,,-3.533723704235435,50.592103436165786
Walland Farm,5.0,,,-4.346792436124052,50.975812926885716
Weycock Road,7.0,,,-3.3075446908156056,51.41779729334022
Higher Bye Farm,6.8,,,-3.359689339525151,51.17256500476132
Cockhill Solar Farm,20.0,,,-2.224045603287839,51.33149706067088
Bentham Farm,8.0,,,-1.8986636155841952,51.605492380610286
Boscombe Airfield,12.3,,,-1.7378962813851657,51.151399848421356
Shotwick Solar Farm,45.7,,,-3.022716982013648,53.240908158994124
Winnards Perch Solar Farm,3.8,,,-4.919892896601923,50.46242347253691
Lodge Farm (Poulshot),14.5,,,-2.0531408344989908,51.617616976799326
Glebe Farm Solar Energy Park,15.0,,,-0.5892341632827419,52.25261370442103
Bryn yr Odyn Solar Farm,15.0,,,-4.404661636573477,53.23335971337878
Rhyd-y-Pandy Solar Farm,6.0,,,-3.93945393597771,51.69650313265586
Saron Road solar park,6.7,,,-4.018419355561033,51.79528657990183
Tiln Farm solar park,8.0,,,-0.9293806243539702,53.34678505981343
Langford Solar Farm,13.0,,,-0.253182645896912,52.040466517545276
Stokes Marsh Farm,16.6,,,-2.0845852845016513,51.30758275067192
West Hall Solar Farm,7.0,,,-3.4049529073847395,51.394917320817626
Stowbridge Farm - Extension (Phase 1),10.0,,,0.22580114906421522,52.33102301445248
Bourne Park (Solar),5.0,,,-2.394252310008766,50.77784194063729
Hall Farm,5.1,,,-1.153310937100133,52.05295209875245
Brynteg Farm,16.2,,,-4.178078195018517,51.71280578363934
Stonepit Farm,5.0,,,-0.8470360832904013,52.133909346175436
Yerbeston Gate Farm,6.1,,,-4.794537243511842,51.74726969235529
Grange Farm (Lincolnshire),12.7,,,0.05095199668173177,52.74601553766716
Molehill Farm,18.0,,,1.0854678657348389,51.356645198605634
Pashley Farm,11.5,,,0.4275045009590068,50.87315207039822
Fiskerton Airfield (Phase 1),12.0,,,-0.4286566423491743,53.24388700500331
Hendai Farm,13.4,,,-3.2764993611949422,51.67445828619601
Bury Lane Fruit Farm,24.0,,,0.002047883771104313,52.0795767250263
Marsh Farm Hilperton,9.1,,,-2.1855922794658866,51.342219882813126
Ashlawn Farm,6.8,,,-2.9040685795913728,51.255690275454086
Cuckoo Grove Farm,6.1,,,-5.007479369638605,51.809952181391466
Gedling Solar Farm,5.7,,,-1.0829593403505442,52.99021951887062
Bilsthorpe Quarry Solar Park,4.8,,,-1.0252223788290986,53.14204103994264
Littlebourne,17.0,,,1.1439519158315332,51.27380391843912
Wellingborough Solar Farm,8.5,,,-0.6937869492438538,52.28159854432626
Baglan Bay Solar Farm - Phase 1,5.0,,,-3.8294826067685324,51.6094132056224
Gover Farm Solar Park,8.0,,,-5.196757010185706,50.28866416870421
Kerriers Solar Park,9.6,,,-4.816433381930295,50.442342876060636
Hullavington Solar Park,7.0,,,-2.1650534187156385,51.54308027881687
Crossness Sewage Works PV,1.5,,,0.13771487321847253,51.507986522979806
Higher Hill Farm,5.0,,,-2.6891583190117156,51.0763197676651
Manor Farm (Keinton Mandeville),1.0,,,-2.640932218729708,51.06960753138726
Walton WTW PV,1.8,,,-0.39767801816180237,51.40411808889305
Wolseley National Distribution Centre,2.0,,,-1.5357261007595322,52.273641121703825
East Midlands Distribution Centre,6.1,,,-1.357633611802737,52.85051613532873
Land at High Point Farm,4.5,,,-2.494316250801377,52.33538719410378
Land at Newlands Farm,5.0,,,-2.494789080007318,50.627808306469
Eckland Lodge Farm,2.9,,,-0.8429698925766307,52.4583743148852
Caddington Solar Farm (Phase 2),5.0,,,-0.4686249659832348,51.856410649585975
Montys Farm,5.0,,,-3.1665602728766813,51.0318934651216
Merston Solar Park,10.0,,,-0.7316975335352143,50.81806470586655
Fambridge Road/Canewdon Road,5.0,,,0.6974770949020367,51.62015715385452
Roskrow Farm,8.9,,,-5.13268200285149,50.18081121060421
Hale Farm,8.0,,,-1.863950939654953,50.77837553152391
Pylle Southern solar park (Lower Easton Farm),5.0,,,-2.5395465728641757,51.146274197782226
Land at Darran Farm,2.6,,,-3.1804054205844148,51.6882294211096
Wisbech Solar Farm,3.5,,,0.16214842901059906,52.637868799017106
Stow Solar Farm,10.2,,,-0.6944843513873548,53.322647982278305
Rhug Estate,1.2,,,-3.4445818894485276,52.987550213834986
Snettisham Solar Farm,2.7,,,0.9202224167481292,52.86807019339958
West Hill Farm,2.4,,,-4.131240142068855,51.15043746603716
Cold Harbour Farm,5.0,,,-1.3156403974285023,54.16980041629285
Land at Whatton Road,1.5,,,-1.2869627827146588,52.82800813343729
Upper Wick Solar Farm,5.0,,,-2.408157820914994,51.66676703054331
Marshwood Farm,1.8,,,-2.937052937424225,50.83937393087578
House OHill Solar Farm,1.6,,,-2.0428490685023064,57.6213999156864
Hawkers Farm (resubmission),9.5,,,-2.7639008971509735,51.2243531215744
Woodtown Farm,3.8,,,-1.8717716110832525,50.77621694237903
Land at Tangmere Airfield,5.0,,,-0.7018333685915065,50.84807915455624
Land at Coton Park Colliery,2.5,,,-1.5976756284288791,52.75851965094149
Chapel Farm,5.0,,,-1.8166722598887712,51.61300839980359
Cairnmore Solar Park,3.8,,,-2.827157120112996,57.30859128726573
Bake Farm Solar Farm,5.0,,,-1.8334468854771846,51.04833557389855
Thompson House Equestrian farm,5.0,,,-2.6839877469669617,53.59760631174474
Red Hill Farm,4.8,,,-3.302838722908697,50.95493076094342
Stoneshill Farm (resubmission),5.0,,,-3.38458007767784,50.87827757512646
Carlam Hill Education CIC,5.0,,,-0.31581931943547703,53.80847460642357
Caldecote Manor Farm,5.0,,,-0.2070531788538926,52.210382256028616
Crundale / Fenton Home Farm (extension),5.9,,,-4.928389812530606,51.82363235065611
Fieldscale,10.6,,,-1.2454204299771463,50.677191403603196
Iwade Solar Farm,1.7,,,0.6542278904579627,51.36711313997979
Kingsland Barton Solar Farm (resubmission),5.0,,,-3.8650634168011595,51.018099719933005
Lee Moor China Clay Works,9.5,,,-4.013127950667576,50.44715560414928
Littleton,12.1,,,-2.1670900059383555,50.84485402208854
Lount solar farm,2.8,,,-1.4404700832231225,52.756166323428694
New Mains Of Guynd Farm,10.0,,,-2.709148766796461,56.57402766157919
Orchard Farm,10.0,,,0.6989250989669239,51.369770448374645
Salford Lodge,5.0,,,-1.9314069086677255,52.156720755992495
The Grange,8.0,,,-2.8762867539971193,51.37204406304024
Thorne Farm,5.0,,,-0.9337128727520492,53.63582423215467
Tiddiecross Solar Farm,10.5,,,-2.574729088919963,52.703489746671444
Tooleys Farm,5.3,,,0.3944277192759129,51.885000632612105
Trickey Warren,4.8,,,-3.138119894983653,50.926904163207666
Twemlows,10.0,,,-2.6435843718047414,52.937925609381395
