name,carrier,type,p_nom,bus,marginal_cost,ramp_limit_up,ramp_limit_down,p_max_pu,control,build_year,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_opt
Enderby Warren Phase II,Landfill Gas,Landfill Gas,4.9,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.9
Waverley Wood II,Landfill Gas,Landfill Gas,2.4,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Glapwell Power,Landfill Gas,Landfill Gas,2.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Judkins Landfill Site Phase 3,Landfill Gas,Landfill Gas,1.2,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Pen y Bont,Landfill Gas,Landfill Gas,2.3,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Ruabon,Landfill Gas,Landfill Gas,2.1,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.1
Maw Green Landfill Site,Landfill Gas,Landfill Gas,1.6,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Gowy Landfill Site,Landfill Gas,Landfill Gas,1.6,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Arpley Landfill Scheme 'A',Landfill Gas,Landfill Gas,7.9,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,7.9
Holiday Moss Landfill Gas Scheme,Landfill Gas,Landfill Gas,2.9,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.9
Arpley Landfill Scheme 'B',Landfill Gas,Landfill Gas,7.9,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,7.9
Bromborough Dock Landfill Scheme,Landfill Gas,Landfill Gas,3.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Bidston Moss Landfill Scheme,Landfill Gas,Landfill Gas,2.3,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Llandulas Landfill Scheme,Landfill Gas,Landfill Gas,2.9,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.9
Holiday Moss Gas to Energy II,Landfill Gas,Landfill Gas,1.4,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Himley Wood Landfill Site,Landfill Gas,Landfill Gas,4.4,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.4
Hill and Moor Landfill Scheme,Landfill Gas,Landfill Gas,3.4,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.4
Edwin Richards Landfill Scheme,Landfill Gas,Landfill Gas,1.8,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Candles/Coalmoor Landfill,Landfill Gas,Landfill Gas,2.9,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.9
Packington Generation Plant Phase 3,Landfill Gas,Landfill Gas,8.5,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,8.5
Sandy Lane Generation Plant,Landfill Gas,Landfill Gas,2.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Meece Landfill,Landfill Gas,Landfill Gas,1.3,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Granville Landfill Site,Landfill Gas,Landfill Gas,1.4,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
PG1-Coxhoe Waste Disposal Site,Landfill Gas,Landfill Gas,3.8,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.8
PG2 Bolam Power Generation,Landfill Gas,Landfill Gas,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Kibblesworth Landfill Site,Landfill Gas,Landfill Gas,2.3,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
PG4 St Bedes Power Generation,Landfill Gas,Landfill Gas,2.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Seghill Village Waste Disposal Site phase 1 and 2,Landfill Gas,Landfill Gas,4.1,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.1
Distington Landfill,Landfill Gas,Landfill Gas,1.8,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Shearman Field,Landfill Gas,Landfill Gas,1.9,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Danes Moss Landfill Site,Landfill Gas,Landfill Gas,1.6,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Pilsworth Quarry Landfill Scheme,Landfill Gas,Landfill Gas,4.1,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.1
Risley '4' Landfill Scheme,Landfill Gas,Landfill Gas,5.9,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.9
Billinge Hill Quarry Landfill Scheme,Landfill Gas,Landfill Gas,1.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Whinney Hill II Energy,Landfill Gas,Landfill Gas,1.8,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Deerplay Landfill Site,Landfill Gas,Landfill Gas,2.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Butchersfield Landfill Site,Landfill Gas,Landfill Gas,3.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Shelford Landfill Scheme,Landfill Gas,Landfill Gas,1.9,Sellindge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Beddingham 'B' Landfill Scheme,Landfill Gas,Landfill Gas,7.5,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,7.5
Stangate Landfill Site,Landfill Gas,Landfill Gas,4.5,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.5
Offham Landfill Site Phase II,Landfill Gas,Landfill Gas,1.2,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Shelford Generation Plant II,Landfill Gas,Landfill Gas,8.0,Sellindge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,8.0
Brookhurst Wood Gas to Energy,Landfill Gas,Landfill Gas,5.1,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.1
Horton Landfill Site,Landfill Gas,Landfill Gas,2.0,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Whites Landfill Site (Canford),Landfill Gas,Landfill Gas,6.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Ardley Fields Farm Landfill Site,Landfill Gas,Landfill Gas,1.8,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Compton Bassett Landfill,Landfill Gas,Landfill Gas,2.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Sutton Courtenay Landfill Scheme,Landfill Gas,Landfill Gas,5.6,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.6
Chapel Farm Landfill,Landfill Gas,Landfill Gas,3.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Dimmer Landfill Gas Scheme,Landfill Gas,Landfill Gas,2.3,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Dimmer Landfill Site,Landfill Gas,Landfill Gas,1.9,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Farnham Landfill,Landfill Gas,Landfill Gas,2.4,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Sutton Courtney,Landfill Gas,Landfill Gas,6.0,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Lidsey Landfill,Landfill Gas,Landfill Gas,1.4,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Norlands Lane Landfill Site,Landfill Gas,Landfill Gas,2.7,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Westbury Landfill Scheme,Landfill Gas,Landfill Gas,1.1,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Paulsgrove Landfill Site,Landfill Gas,Landfill Gas,2.4,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Wapsey's Wood II Landfill Site,Landfill Gas,Landfill Gas,1.0,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Silent Valley Landfill Scheme,Landfill Gas,Landfill Gas,2.7,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Briton Ferry,Landfill Gas,Landfill Gas,2.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Withyhedge Generation Plant,Landfill Gas,Landfill Gas,2.4,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Tythegston Landfill Site,Landfill Gas,Landfill Gas,1.2,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Briton / Neath,Landfill Gas,Landfill Gas,2.2,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Lamby Way Landfill Site,Landfill Gas,Landfill Gas,4.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
Nant y Caws Landfill Site,Landfill Gas,Landfill Gas,1.4,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Deep Moor Gas to Energy,Landfill Gas,Landfill Gas,2.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Chelson Meadow Gas to Energy Scheme,Landfill Gas,Landfill Gas,1.8,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
United Mines Landfill Scheme,Landfill Gas,Landfill Gas,3.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Poole Generation Plant,Landfill Gas,Landfill Gas,2.4,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Walpole Landfill,Landfill Gas,Landfill Gas,1.6,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Bootham Lane,Landfill Gas,Landfill Gas,1.2,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Parkwood Landfill Scheme,Landfill Gas,Landfill Gas,1.2,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Immingham Landfill Scheme,Landfill Gas,Landfill Gas,1.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Immingham,Landfill Gas,Landfill Gas,2.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Skelbrooke Landfill Gas Project,Landfill Gas,Landfill Gas,2.1,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.1
Soothills Landfill,Landfill Gas,Landfill Gas,1.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Roxby Gas to Energy,Landfill Gas,Landfill Gas,8.5,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,8.5
Winterton Landfill Site,Landfill Gas,Landfill Gas,3.8,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.8
Pitsea Tipp,Landfill Gas,Landfill Gas,14.0,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,14.0
Queens Park Energy,Landfill Gas,Landfill Gas,1.9,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Highfields South Landfill Gas,Landfill Gas,Landfill Gas,1.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Black Dog,Landfill Gas,Landfill Gas,2.2,Peterhead,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Bootham Lane Phase 2,Landfill Gas,Landfill Gas,1.4,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Westmill Qaurry,Landfill Gas,Landfill Gas,2.6,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.6
St Day II,Landfill Gas,Landfill Gas,2.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Connon Bridge Landfill,Landfill Gas,Landfill Gas,1.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Rowley,Landfill Gas,Landfill Gas,1.9,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Withnell LFS,Landfill Gas,Landfill Gas,2.3,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Lune Power,Landfill Gas,Landfill Gas,2.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Rossendale Power,Landfill Gas,Landfill Gas,1.6,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Dogsthorpe South Landfill Site 2,Landfill Gas,Landfill Gas,1.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Avondale,Landfill Gas,Landfill Gas,4.0,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
Springfield Farm,Landfill Gas,Landfill Gas,1.4,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Danes Moss Landfill Site (Extension),Landfill Gas,Landfill Gas,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Sands Farm Quarry Landfill Site,Landfill Gas,Landfill Gas,3.5,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.5
Squabb Wood,Landfill Gas,Landfill Gas,1.0,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Wooton,Landfill Gas,Landfill Gas,2.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Clifton Hall,Landfill Gas,Landfill Gas,1.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Chapman's Well,Landfill Gas,Landfill Gas,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Mark's Quarry,Landfill Gas,Landfill Gas,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Former Pluckley Landfill Site,Landfill Gas,Landfill Gas,1.0,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Horncliffe Quarry (Extension),Landfill Gas,Landfill Gas,1.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Skibeden,Landfill Gas,Landfill Gas,2.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Ugley,Landfill Gas,Landfill Gas,1.1,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Waresley Landfill Site,Landfill Gas,Landfill Gas,1.6,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Whiteparish,Landfill Gas,Landfill Gas,1.1,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Broockhurst Wood,Landfill Gas,Landfill Gas,2.0,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Bromborough Dock,Landfill Gas,Landfill Gas,3.7,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.7
"Maw Green Landfill Site, Cheshire (Extension)",Landfill Gas,Landfill Gas,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
"Gowy Landfill Site, Cheshire (Extension)",Landfill Gas,Landfill Gas,6.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
PG4 St Bedes Power Generation (Extension),Landfill Gas,Landfill Gas,2.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Sutton Landfill Site,Landfill Gas,Landfill Gas,3.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
PG4 St Bedes Power Generation (Extension 2),Landfill Gas,Landfill Gas,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Arlesey Landfill Site,Landfill Gas,Landfill Gas,1.1,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Brynpica Landfill Site,Landfill Gas,Landfill Gas,2.7,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Southleigh Landfill,Landfill Gas,Landfill Gas,3.5,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.5
Heathfield 'A' Landfill,Landfill Gas,Landfill Gas,2.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Ongar Landfill Scheme,Landfill Gas,Landfill Gas,1.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
PG2 Bolam Power Generator (Extension),Landfill Gas,Landfill Gas,1.1,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Garlaff Landfill (Extension),Landfill Gas,Landfill Gas,3.0,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Milton Landfill Site,Landfill Gas,Landfill Gas,2.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Risley Sets 13 & 14,Landfill Gas,Landfill Gas,2.1,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.1
Path Head,Landfill Gas,Landfill Gas,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Oatslie Landfill Gas,Landfill Gas,Landfill Gas,2.0,Torness,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Weston Landfill Site,Landfill Gas,Landfill Gas,2.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
West Mill,Landfill Gas,Landfill Gas,2.5,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.5
Skelton Grange Landfill,Landfill Gas,Landfill Gas,5.2,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.2
Houghton-le-Spring Landfill Site,Landfill Gas,Landfill Gas,3.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Barkip Landfill Site,Landfill Gas,Landfill Gas,1.2,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Lochhead,Landfill Gas,Landfill Gas,2.0,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Kaimes Landfill Site,Landfill Gas,Landfill Gas,2.4,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Greengairs Landfill Scheme Phase VI,Landfill Gas,Landfill Gas,2.2,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Auchencarroch Landfill,Landfill Gas,Landfill Gas,2.1,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.1
Greenoakhill,Landfill Gas,Landfill Gas,3.9,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.9
Garlaff Landfill,Landfill Gas,Landfill Gas,1.3,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Tarbothill Landfill Site,Landfill Gas,Landfill Gas,2.2,Peterhead,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Greengairs Landfill Scheme Phase III,Landfill Gas,Landfill Gas,2.0,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Greengairs Landfill Scheme Phase IV,Landfill Gas,Landfill Gas,2.0,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Greengairs Landfill Scheme Phase I,Landfill Gas,Landfill Gas,1.9,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Greengairs Landfill Scheme Phase II,Landfill Gas,Landfill Gas,1.9,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
West Quarry,Landfill Gas,Landfill Gas,4.5,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.5
Lower Melville Wood,Landfill Gas,Landfill Gas,1.0,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Bennett Bank Landfill Site (lfg),Landfill Gas,Landfill Gas,2.2,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Efford Landfill (Newmilton),Landfill Gas,Landfill Gas,2.8,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.8
Betton Abbots,Landfill Gas,Landfill Gas,1.3,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Burnhills Landfill Scheme (L4),Landfill Gas,Landfill Gas,1.5,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Brenkley Landfill,Landfill Gas,Landfill Gas,1.9,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Burnhills Landfill (L5),Landfill Gas,Landfill Gas,3.8,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.8
Clifton Marsh Energy,Landfill Gas,Landfill Gas,3.3,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.3
Ulnes Walton Energy,Landfill Gas,Landfill Gas,1.3,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Jameson Road,Landfill Gas,Landfill Gas,4.3,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.3
Scouthead Power Plant,Landfill Gas,Landfill Gas,2.9,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.9
Runfold Landfill,Landfill Gas,Landfill Gas,1.2,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Narborough Landfill,Landfill Gas,Landfill Gas,2.7,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Lount/Smoile,Landfill Gas,Landfill Gas,1.1,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Sidegate Lane,Landfill Gas,Landfill Gas,2.4,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Godmanchester,Landfill Gas,Landfill Gas,3.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Binn Landfill,Landfill Gas,Landfill Gas,1.9,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Auchinlea Landfill Site,Landfill Gas,Landfill Gas,2.3,Strathaven,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Ufton,Landfill Gas,Landfill Gas,1.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Wilnecote Landfill Site,Landfill Gas,Landfill Gas,1.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Pebsham,Landfill Gas,Landfill Gas,3.0,Sellindge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Redhill 2,Landfill Gas,Landfill Gas,3.0,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Shakespeare Farm Landfill Site,Landfill Gas,Landfill Gas,1.0,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Harn Hill Quarry Landfill Site,Landfill Gas,Landfill Gas,2.6,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.6
Beacon Hill,Landfill Gas,Landfill Gas,3.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Patteson Court Landfill Site,Landfill Gas,Landfill Gas,1.8,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
"Rainham Landfill Scheme, Phase I",Landfill Gas,Landfill Gas,3.9,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.9
South Cathkin Landfill Site,Landfill Gas,Landfill Gas,7.4,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,7.4
Connon Bridge Landfill Gas Project,Landfill Gas,Landfill Gas,5.2,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.2
Mayton Wood Landfill Site,Landfill Gas,Landfill Gas,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Blackborough End Landfill Site,Landfill Gas,Landfill Gas,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Whinney Hill Waste Disposal Site,Landfill Gas,Landfill Gas,1.2,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Queen's Park Road Energy,Landfill Gas,Landfill Gas,1.8,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Chelson Meadow 2,Landfill Gas,Landfill Gas,1.4,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Costessey Landfill Gas Project 2,Landfill Gas,Landfill Gas,2.0,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Summerston Landfill,Landfill Gas,Landfill Gas,2.8,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.8
Barling Hall Farm,Landfill Gas,Landfill Gas,2.4,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Bellhouse South,Landfill Gas,Landfill Gas,3.9,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.9
Mucking Gas 3 Landfill Scheme,Landfill Gas,Landfill Gas,3.9,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.9
Sidegate Lane Landfill Site,Landfill Gas,Landfill Gas,1.3,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Mucking Gas 2 Landfill Scheme,Landfill Gas,Landfill Gas,3.8,Kemsley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.8
Heathfield 'C' Landfill Scheme,Landfill Gas,Landfill Gas,2.2,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Lincoln Landfill Scheme,Landfill Gas,Landfill Gas,2.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Bretby Power,Landfill Gas,Landfill Gas,1.6,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Bootham Lane Landfill,Landfill Gas,Landfill Gas,2.7,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Peckfield Quarry Landfill Scheme,Landfill Gas,Landfill Gas,3.9,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.9
Horncliffe Quarry,Landfill Gas,Landfill Gas,1.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Dunlop Landfill Gas Scheme,Landfill Gas,Landfill Gas,2.4,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Bonnyrigg,Landfill Gas,Landfill Gas,2.2,Torness,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Salt Ayre,Landfill Gas,Landfill Gas,4.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
